cc-tuba-standard.csv,,,,,,,
Instrument: CC Tuba,,,,,,,
Transposition: 0 cents,,,,,,,
Tonic: 440.0 Hz,,,,,,,
Temperament: 12-TET,,,,,,,
Description: In $standard$ collections` all pitches are shown as in tune relative to 12-TET` even though this might not always be the case. Also` there might be some errors,,,,,,,
Type,Frequency (Hz),Transposed pitch,Concert pitch,TET step,Fingering,Fingering ID,Description
note,87.30705681,Eb2+0.0,Eb2+0.0,6\12 -0.0%, 1-- (3),1_0_0_3_0.0:0.0_0.0:0.0,
note,87.30705681,Eb2+0.0,Eb2+0.0,6\12 -0.0%, 1--4 (4),9_0_0_4_0.0:0.0_0.0:0.0,
note,92.49860486,E2+0.0,E2+0.0,7\12 -0.0%, -2- (3),2_0_0_3_0.0:0.0_0.0:0.0,
note,92.49860486,E2+0.0,E2+0.0,7\12 -0.0%, 123 (4),7_0_0_4_0.0:0.0_0.0:0.0,
note,92.49860486,E2+0.0,E2+0.0,7\12 -0.0%, -2-4 (4),10_0_0_4_0.0:0.0_0.0:0.0,
note,97.99885803,F2+0.0,F2+0.0,8\12 -0.0%, --- (3),0_0_0_3_0.0:0.0_0.0:0.0,
note,97.99885803,F2+0.0,F2+0.0,8\12 -0.0%, 1-3 (4),5_0_0_4_0.0:0.0_0.0:0.0,
note,97.99885803,F2+0.0,F2+0.0,8\12 -0.0%, ---4 (4),8_0_0_4_0.0:0.0_0.0:0.0,
note,103.8261731,F#2+0.0,F#2+0.0,9\12 -0.0%, -23 (4),6_0_0_4_0.0:0.0_0.0:0.0,
note,109.9999989,G2+0.0,G2+0.0,10\12 -0.0%, 12- (4),3_0_0_4_0.0:0.0_0.0:0.0,
note,109.9999989,G2+0.0,G2+0.0,10\12 -0.0%, --3 (4),4_0_0_4_0.0:0.0_0.0:0.0,
note,116.5409388,Ab2+0.0,Ab2+0.0,11\12 -0.0%, 1-- (4),1_0_0_4_0.0:0.0_0.0:0.0,
note,123.4708236,A2+0.0,A2+0.0,0\12 -0.0%, -2- (4),2_0_0_4_0.0:0.0_0.0:0.0,
note,123.4708242,A2+0.0,A2+0.0,0\12 -0.0%, 1-3 (5),5_0_0_5_0.0:0.0_0.0:0.0,
note,130.8127811,Bb2+0.0,Bb2+0.0,1\12 -0.0%, --- (4),0_0_0_4_0.0:0.0_0.0:0.0,
note,130.8127811,Bb2+0.0,Bb2+0.0,1\12 -0.0%, -23 (5),6_0_0_5_0.0:0.0_0.0:0.0,
note,138.591314,B2+0.0,B2+0.0,2\12 -0.0%, 12- (5),3_0_0_5_0.0:0.0_0.0:0.0,
note,138.591314,B2+0.0,B2+0.0,2\12 -0.0%, --3 (5),4_0_0_5_0.0:0.0_0.0:0.0,
note,146.8323821,C3+0.0,C3+0.0,3\12 -0.0%, 1-- (5),1_0_0_5_0.0:0.0_0.0:0.0,
note,146.8323821,C3+0.0,C3+0.0,3\12 -0.0%, 1-3 (6),5_0_0_6_0.0:0.0_0.0:0.0,
note,155.5634896,C#3+0.0,C#3+0.0,4\12 -0.0%, -23 (6),6_0_0_6_0.0:0.0_0.0:0.0,
note,155.5634902,C#3+0.0,C#3+0.0,4\12 -0.0%, -2- (5),2_0_0_5_0.0:0.0_0.0:0.0,
note,164.8137763,D3+0.0,D3+0.0,5\12 -0.0%, --- (5),0_0_0_5_0.0:0.0_0.0:0.0,
note,164.8137763,D3+0.0,D3+0.0,5\12 -0.0%, 12- (6),3_0_0_6_0.0:0.0_0.0:0.0,
note,164.8137763,D3+0.0,D3+0.0,5\12 -0.0%, --3 (6),4_0_0_6_0.0:0.0_0.0:0.0,
note,174.6141136,Eb3+0.0,Eb3+0.0,6\12 -0.0%, 1-- (6),1_0_0_6_0.0:0.0_0.0:0.0,
note,184.9972092,E3+0.0,E3+0.0,7\12 -0.0%, -2- (6),2_0_0_6_0.0:0.0_0.0:0.0,
note,195.9977155,F3+0.0,F3+0.0,8\12 -0.0%, --- (6),0_0_0_6_0.0:0.0_0.0:0.0,
note,195.9977155,F3+0.0,F3+0.0,8\12 -0.0%, 1-3 (8),5_0_0_8_0.0:0.0_0.0:0.0,
note,207.6523461,F#3+0.0,F#3+0.0,9\12 -0.0%, -23 (8),6_0_0_8_0.0:0.0_0.0:0.0,
note,219.9999972,G3+0.0,G3+0.0,10\12 -0.0%, 12- (8),3_0_0_8_0.0:0.0_0.0:0.0,
note,219.9999972,G3+0.0,G3+0.0,10\12 -0.0%, --3 (8),4_0_0_8_0.0:0.0_0.0:0.0,
note,233.0818776,Ab3+0.0,Ab3+0.0,11\12 -0.0%, 1-- (8),1_0_0_8_0.0:0.0_0.0:0.0,
note,246.9416473,A3+0.0,A3+0.0,0\12 -0.0%, -2- (8),2_0_0_8_0.0:0.0_0.0:0.0,
note,261.6255616,Bb3+0.0,Bb3+0.0,1\12 -0.0%, --- (8),0_0_0_8_0.0:0.0_0.0:0.0,
